,QQQM,units bought of QQQM,cumulative QQQM,cost of QQQM,total cost of QQQM,value of QQQM,SPCE,units bought of SPCE,cumulative SPCE,cost of SPCE,total cost of SPCE,value of SPCE,TBT220121C00025000,units bought of TBT220121C00025000,cumulative TBT220121C00025000,cost of TBT220121C00025000,total cost of TBT220121C00025000,value of TBT220121C00025000,AGC220121C00015000,units bought of AGC220121C00015000,cumulative AGC220121C00015000,cost of AGC220121C00015000,total cost of AGC220121C00015000,value of AGC220121C00015000,ETH-USD,units bought of ETH-USD,cumulative ETH-USD,cost of ETH-USD,total cost of ETH-USD,value of ETH-USD,ADA-USD,units bought of ADA-USD,cumulative ADA-USD,cost of ADA-USD,total cost of ADA-USD,value of ADA-USD,SHIB-USD,units bought of SHIB-USD,cumulative SHIB-USD,cost of SHIB-USD,total cost of SHIB-USD,value of SHIB-USD,CRO-USD,units bought of CRO-USD,cumulative CRO-USD,cost of CRO-USD,total cost of CRO-USD,value of CRO-USD,SOL-USD,units bought of SOL-USD,cumulative SOL-USD,cost of SOL-USD,total cost of SOL-USD,value of SOL-USD,total invested,total value
2021-07-12,148.6490020751953,0.0,0.0,0.0,0.0,0.0,40.689998626708984,0.0,2.0,98.4000015258789,98.4000015258789,81.37999725341797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2036.7210693359375,0.0,0.0449,113.95131098632812,113.95131098632812,91.4487760131836,1.3150990009307861,0.0,78.72,38.783881416320796,112.88288157463073,103.52459335327148,7.999999979801942e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,36.432679908016325,0.12423299998044968,0.0,0.0,0.0,0.0,0.0,30.848087310791016,0.0,0.0,0.0,0.0,0.0,361.6668739948541,312.78604652788937
2021-07-13,148.63902282714844,0.0,0.0,0.0,0.0,0.0,37.7599983215332,0.0,2.0,98.4000015258789,98.4000015258789,75.5199966430664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1940.083984375,0.0,0.0449,113.95131098632812,113.95131098632812,87.1097708984375,1.2650829553604126,0.0,78.72,38.783881416320796,112.88288157463073,99.58733024597167,7.000000096013537e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,31.878595437253807,0.1276959925889969,0.0,0.0,0.0,0.0,0.0,29.12118911743164,0.0,0.0,0.0,0.0,0.0,361.6668739948541,294.09569322472936
2021-07-14,148.8785400390625,0.0,0.0,0.0,0.0,0.0,33.06999969482422,0.0,2.0,98.4000015258789,98.4000015258789,66.13999938964844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1994.331298828125,0.0,0.0449,113.95131098632812,113.95131098632812,89.54547531738282,1.2622580528259277,0.0,78.72,38.783881416320796,112.88288157463073,99.36495391845703,7.000000096013537e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,31.878595437253807,0.1240599974989891,0.0,0.0,0.0,0.0,0.0,31.2810001373291,0.0,0.0,0.0,0.0,0.0,361.6668739948541,286.9290240627421
2021-07-15,147.8406524658203,0.0,0.0,0.0,0.0,0.0,31.739999771118164,0.0,2.0,98.4000015258789,98.4000015258789,63.47999954223633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1911.1756591796875,0.0,0.0449,113.95131098632812,113.95131098632812,85.81178709716798,1.2231919765472412,0.0,78.72,38.783881416320796,112.88288157463073,96.28967239379882,7.000000096013537e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,31.878595437253807,0.11370900273323059,0.0,0.0,0.0,0.0,0.0,28.45210075378418,0.0,0.0,0.0,0.0,0.0,361.6668739948541,277.46005447045695
2021-07-16,146.6630401611328,0.0,0.0,0.0,0.0,0.0,30.200000762939453,0.0,2.0,98.4000015258789,98.4000015258789,60.400001525878906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1880.3829345703125,0.0,0.0449,113.95131098632812,113.95131098632812,84.42919376220703,1.1737149953842163,26.73,105.45,31.373401826620103,144.25628340125084,123.76824626326561,7.000000096013537e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,31.878595437253807,0.11174199730157852,0.0,0.0,0.0,0.0,0.0,26.37000846862793,0.0,0.0,0.0,0.0,0.0,393.0402758214742,300.47603698860536
2021-07-17,146.6630401611328,0.0,0.0,0.0,0.0,0.0,30.200000762939453,0.0,2.0,98.4000015258789,98.4000015258789,60.400001525878906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1898.8251953125,0.0,0.0449,113.95131098632812,113.95131098632812,85.25725126953125,1.172302007675171,0.0,105.45,31.373401826620103,144.25628340125084,123.61924670934677,7.000000096013537e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,31.878595437253807,0.1124970018863678,0.0,0.0,0.0,0.0,0.0,26.721668243408203,0.0,0.0,0.0,0.0,0.0,393.0402758214742,301.15509494201075
2021-07-18,146.6630401611328,0.0,0.0,0.0,0.0,0.0,30.200000762939453,0.0,2.0,98.4000015258789,98.4000015258789,60.400001525878906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1895.5521240234375,0.0,0.0449,113.95131098632812,113.95131098632812,85.11029036865234,1.183698058128357,0.0,105.45,31.373401826620103,144.25628340125084,124.82096022963525,7.000000096013537e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,31.878595437253807,0.11230599880218506,0.0,0.0,0.0,0.0,0.0,26.751909255981445,0.0,0.0,0.0,0.0,0.0,393.0402758214742,302.2098475614203
2021-07-19,145.48541259765625,0.0,0.0,0.0,0.0,0.0,32.400001525878906,0.0,2.0,98.4000015258789,98.4000015258789,64.80000305175781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1817.296630859375,0.0,0.0449,113.95131098632812,113.95131098632812,81.59661872558594,1.121116042137146,0.0,105.45,31.373401826620103,144.25628340125084,118.22168664336205,6.000000212225132e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,27.32451096649129,0.10644900053739548,0.0,0.0,0.0,0.0,0.0,24.44757652282715,0.0,0.0,0.0,0.0,0.0,393.0402758214742,291.94281938719706
2021-07-20,147.1620330810547,0.0,0.0,0.0,0.0,0.0,32.029998779296875,0.0,2.0,98.4000015258789,98.4000015258789,64.05999755859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1787.5107421875,0.0,0.0449,113.95131098632812,113.95131098632812,80.25923232421876,1.0562909841537476,0.0,105.45,31.373401826620103,144.25628340125084,111.38588427901269,6.000000212225132e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,27.32451096649129,0.10288400202989578,0.0,0.0,0.0,0.0,0.0,23.48955535888672,0.0,0.0,0.0,0.0,0.0,393.0402758214742,283.0296251283165
2021-07-21,148.21987915039062,0.0,0.0,0.0,0.0,0.0,33.369998931884766,0.0,2.0,98.4000015258789,98.4000015258789,66.73999786376953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1990.9708251953125,0.0,0.0449,113.95131098632812,113.95131098632812,89.39459005126953,1.168097972869873,0.0,105.45,31.373401826620103,144.25628340125084,123.17593123912812,7.000000096013537e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,31.878595437253807,0.109375,0.0,0.0,0.0,0.0,0.0,26.623079299926758,0.0,0.0,0.0,0.0,0.0,393.0402758214742,311.189114591421
2021-07-22,149.2677459716797,0.0,0.0,0.0,0.0,0.0,30.81999969482422,0.0,2.0,98.4000015258789,98.4000015258789,61.63999938964844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2025.2027587890625,0.0,0.0449,113.95131098632812,113.95131098632812,90.93160386962892,1.1861610412597656,0.0,105.45,31.373401826620103,144.25628340125084,125.08068180084229,6.000000212225132e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,27.32451096649129,0.1117900013923645,0.0,0.0,0.0,0.0,0.0,27.70208168029785,0.0,0.0,0.0,0.0,0.0,393.0402758214742,304.97679602661094
2021-07-23,150.9144287109375,0.0,0.0,0.0,0.0,0.0,29.579999923706055,0.0,2.0,98.4000015258789,98.4000015258789,59.15999984741211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2124.776611328125,0.0,0.0449,113.95131098632812,113.95131098632812,95.40246984863282,1.206307053565979,0.0,105.45,31.373401826620103,144.25628340125084,127.20507879853248,6.000000212225132e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,27.32451096649129,0.11405300348997116,0.0,0.0,0.0,0.0,0.0,28.513879776000977,0.0,0.0,0.0,0.0,0.0,393.0402758214742,309.0920594610687
2021-07-24,150.9144287109375,0.0,0.0,0.0,0.0,0.0,29.579999923706055,0.0,2.0,98.4000015258789,98.4000015258789,59.15999984741211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2189.21875,0.0,0.0449,113.95131098632812,113.95131098632812,98.295921875,1.2334970235824585,0.0,105.45,31.373401826620103,144.25628340125084,130.07226113677027,6.000000212225132e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,27.32451096649129,0.11565099656581879,0.0,0.0,0.0,0.0,0.0,28.702619552612305,0.0,0.0,0.0,0.0,0.0,393.0402758214742,314.85269382567367
2021-07-25,150.9144287109375,0.0,0.0,0.0,0.0,0.0,29.579999923706055,0.0,2.0,98.4000015258789,98.4000015258789,59.15999984741211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2191.373779296875,0.0,0.0449,113.95131098632812,113.95131098632812,98.3926826904297,1.2285009622573853,0.0,105.45,31.373401826620103,144.25628340125084,129.5454264700413,6.000000212225132e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,27.32451096649129,0.11681599915027618,0.0,0.0,0.0,0.0,0.0,28.168773651123047,0.0,0.0,0.0,0.0,0.0,393.0402758214742,314.42261997437436
2021-07-26,151.12399291992188,0.0,0.0,0.0,0.0,0.0,30.6200008392334,0.0,2.0,98.4000015258789,98.4000015258789,61.2400016784668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2233.36669921875,0.0,0.0449,113.95131098632812,113.95131098632812,100.27816479492188,1.2584929466247559,0.0,105.45,31.373401826620103,144.25628340125084,132.7080812215805,6.000000212225132e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,27.32451096649129,0.11655700206756592,0.0,0.0,0.0,0.0,0.0,28.306642532348633,0.0,0.0,0.0,0.0,0.0,393.0402758214742,321.55075866146046
2021-07-27,149.49728393554688,0.0,0.0,0.0,0.0,0.0,30.25,0.0,2.0,98.4000015258789,98.4000015258789,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2298.33349609375,0.0,0.0449,113.95131098632812,113.95131098632812,103.19517397460938,1.2784459590911865,0.0,105.45,31.373401826620103,144.25628340125084,134.81212638616563,6.000000212225132e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,27.32451096649129,0.12174999713897705,0.0,0.0,0.0,0.0,0.0,28.065326690673828,0.0,0.0,0.0,0.0,0.0,393.0402758214742,325.8318113272663
2021-07-28,150.03619384765625,0.0,0.0,0.0,0.0,0.0,31.190000534057617,0.0,2.0,98.4000015258789,98.4000015258789,62.380001068115234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2296.54541015625,0.0,0.0449,113.95131098632812,113.95131098632812,103.11488891601563,1.2835040092468262,0.0,105.45,31.373401826620103,144.25628340125084,135.34549777507783,6.000000212225132e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,27.32451096649129,0.12129800021648407,0.0,0.0,0.0,0.0,0.0,27.815410614013672,0.0,0.0,0.0,0.0,0.0,393.0402758214742,328.16489872569997
2021-07-29,150.29568481445312,0.0,0.0,0.0,0.0,0.0,30.780000686645508,0.0,2.0,98.4000015258789,98.4000015258789,61.560001373291016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2380.956787109375,0.0,0.0449,113.95131098632812,113.95131098632812,106.90495974121094,1.2840839624404907,0.0,105.45,31.373401826620103,144.25628340125084,135.40665383934976,6.000000212225132e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,27.32451096649129,0.1243399977684021,0.0,0.0,0.0,0.0,0.0,31.281137466430664,0.0,0.0,0.0,0.0,0.0,393.0402758214742,331.196125920343
2021-07-30,149.53720092773438,0.0,0.0,0.0,0.0,0.0,29.989999771118164,0.0,2.0,98.4000015258789,98.4000015258789,59.97999954223633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2466.96142578125,0.0,0.0449,113.95131098632812,113.95131098632812,110.76656801757814,1.3089519739151,0.0,105.45,31.373401826620103,144.25628340125084,138.0289856493473,6.000000212225132e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,27.32451096649129,0.12791399657726288,0.0,0.0,0.0,0.0,0.0,32.393943786621094,0.0,0.0,0.0,0.0,0.0,393.0402758214742,336.1000641756531
2021-07-31,149.53720092773438,0.0,0.0,0.0,0.0,0.0,29.989999771118164,0.0,2.0,98.4000015258789,98.4000015258789,59.97999954223633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2536.2099609375,0.0,0.0449,113.95131098632812,113.95131098632812,113.87582724609375,1.3223450183868408,0.0,105.45,31.373401826620103,144.25628340125084,139.44128218889236,6.000000212225132e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,27.32451096649129,0.12988899648189545,0.0,0.0,0.0,0.0,0.0,36.82731246948242,0.0,0.0,0.0,0.0,0.0,393.0402758214742,340.62161994371377
2021-08-01,149.53720092773438,0.0,0.0,0.0,0.0,0.0,29.989999771118164,0.0,2.0,98.4000015258789,98.4000015258789,59.97999954223633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2561.85205078125,0.0,0.0449,113.95131098632812,113.95131098632812,115.02715708007813,1.3177299499511719,0.0,105.45,31.373401826620103,144.25628340125084,138.95462322235107,6.000000212225132e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,27.32451096649129,0.12422999739646912,0.0,0.0,0.0,0.0,0.0,34.25436019897461,0.0,0.0,0.0,0.0,0.0,393.0402758214742,341.28629081115685
2021-08-02,149.5272216796875,0.0,0.0,0.0,0.0,0.0,31.8700008392334,0.0,2.0,98.4000015258789,98.4000015258789,63.7400016784668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2610.1533203125,0.0,0.0449,113.95131098632812,113.95131098632812,117.19588408203126,1.3100680112838745,0.0,105.45,31.373401826620103,144.25628340125084,138.14667178988458,6.000000212225132e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,27.32451096649129,0.1252949982881546,0.0,0.0,0.0,0.0,0.0,33.22241973876953,0.0,0.0,0.0,0.0,0.0,393.0402758214742,346.4070685168739
2021-08-03,150.43539428710938,0.0,0.0,0.0,0.0,0.0,31.399999618530273,0.0,2.0,98.4000015258789,98.4000015258789,62.79999923706055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2502.349609375,0.0,0.0449,113.95131098632812,113.95131098632812,112.3554974609375,1.3650259971618652,0.0,105.45,31.373401826620103,144.25628340125084,143.9419914007187,6.000000212225132e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,27.32451096649129,0.11948800086975098,0.0,0.0,0.0,0.0,0.0,33.99644088745117,0.0,0.0,0.0,0.0,0.0,393.0402758214742,346.42199906520807
2021-08-04,150.6649169921875,0.0,0.0,0.0,0.0,0.0,30.780000686645508,0.0,2.0,98.4000015258789,98.4000015258789,61.560001373291016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2724.619873046875,0.0,0.0449,113.95131098632812,113.95131098632812,122.3354322998047,1.3765640258789062,0.0,105.45,31.373401826620103,144.25628340125084,145.15867652893067,6.000000212225132e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,27.32451096649129,0.12616600096225739,0.0,0.0,0.0,0.0,0.0,35.76362609863281,0.0,0.0,0.0,0.0,0.0,393.0402758214742,356.37862116851767
2021-08-05,151.6129913330078,0.0,0.0,0.0,0.0,0.0,31.530000686645508,0.0,2.0,98.4000015258789,98.4000015258789,63.060001373291016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2827.328857421875,0.0,0.0449,113.95131098632812,113.95131098632812,126.9470656982422,1.386144995689392,0.0,105.45,31.373401826620103,144.25628340125084,146.1689897954464,6.000000212225132e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,27.32451096649129,0.1299930065870285,0.0,0.0,0.0,0.0,0.0,37.35513687133789,0.0,0.0,0.0,0.0,0.0,393.0402758214742,363.5005678334709
2021-08-06,150.95433044433594,0.0,0.0,0.0,0.0,0.0,33.369998931884766,0.0,2.0,98.4000015258789,98.4000015258789,66.73999786376953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2890.941650390625,0.0,0.0449,113.95131098632812,113.95131098632812,129.80328010253908,1.401785969734192,0.0,105.45,31.373401826620103,144.25628340125084,147.81833050847055,6.000000212225132e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,27.32451096649129,0.1313360035419464,0.0,0.0,0.0,0.0,0.0,39.446102142333984,0.0,0.0,0.0,0.0,0.0,393.0402758214742,371.6861194412704
2021-08-07,150.95433044433594,0.0,0.0,0.0,0.0,0.0,33.369998931884766,0.0,2.0,98.4000015258789,98.4000015258789,66.73999786376953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3157.23876953125,0.0,0.0449,113.95131098632812,113.95131098632812,141.76002075195314,1.4706770181655884,0.0,105.45,31.373401826620103,144.25628340125084,155.0828915655613,7.999999979801942e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,36.432679908016325,0.14204099774360657,0.0,0.0,0.0,0.0,0.0,39.403472900390625,0.0,0.0,0.0,0.0,0.0,393.0402758214742,400.0155900893003
2021-08-08,150.95433044433594,0.0,0.0,0.0,0.0,0.0,33.369998931884766,0.0,2.0,98.4000015258789,98.4000015258789,66.73999786376953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3013.732666015625,0.0,0.0449,113.95131098632812,113.95131098632812,135.31659670410156,1.4278299808502197,0.0,105.45,31.373401826620103,144.25628340125084,150.56467148065568,7.000000096013537e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,31.878595437253807,0.1367100030183792,0.0,0.0,0.0,0.0,0.0,37.673824310302734,0.0,0.0,0.0,0.0,0.0,393.0402758214742,384.49986148578057
2021-08-09,151.2337646484375,0.0,0.0,0.0,0.0,0.0,35.209999084472656,0.0,2.0,98.4000015258789,98.4000015258789,70.41999816894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3167.856201171875,0.0,0.0449,113.95131098632812,113.95131098632812,142.2367434326172,1.4776400327682495,0.0,105.45,31.373401826620103,144.25628340125084,155.81714145541193,7.999999979801942e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,36.432679908016325,0.1421709954738617,0.0,0.0,0.0,0.0,0.0,38.767784118652344,0.0,0.0,0.0,0.0,0.0,393.0402758214742,404.90656296499077
2021-08-10,150.46533203125,0.0,0.0,0.0,0.0,0.0,31.329999923706055,0.0,2.0,98.4000015258789,98.4000015258789,62.65999984741211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3141.691162109375,0.0,0.0449,113.95131098632812,113.95131098632812,141.06193317871094,1.6725660562515259,0.0,105.45,31.373401826620103,144.25628340125084,176.3720906317234,7.999999979801942e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,36.432679908016325,0.14260800182819366,0.0,0.0,0.0,0.0,0.0,40.63979721069336,0.0,0.0,0.0,0.0,0.0,393.0402758214742,416.5267035658628
2021-08-11,150.1958770751953,0.0,0.0,0.0,0.0,0.0,27.360000610351562,0.0,2.0,98.4000015258789,98.4000015258789,54.720001220703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3164.2451171875,0.0,0.0449,113.95131098632812,113.95131098632812,142.07460576171877,1.7980380058288574,0.0,105.45,31.373401826620103,144.25628340125084,189.60310771465302,7.999999979801942e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,36.432679908016325,0.14656299352645874,0.0,0.0,0.0,0.0,0.0,41.74411392211914,0.0,0.0,0.0,0.0,0.0,393.0402758214742,422.8303946050912
2021-08-12,150.74476623535156,0.0,0.0,0.0,0.0,0.0,25.940000534057617,0.0,2.0,98.4000015258789,98.4000015258789,51.880001068115234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3043.414306640625,0.0,0.0449,113.95131098632812,113.95131098632812,136.64930236816406,1.8238780498504639,0.0,105.45,31.373401826620103,144.25628340125084,192.32794035673143,7.999999979801942e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,36.432679908016325,0.139164000749588,0.0,0.0,0.0,0.0,0.0,41.099361419677734,0.0,0.0,0.0,0.0,0.0,393.0402758214742,417.2899237010271
2021-08-13,151.2637176513672,0.0,0.0,0.0,0.0,0.0,25.3700008392334,0.0,2.0,98.4000015258789,98.4000015258789,50.7400016784668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3322.211669921875,0.0,0.0449,113.95131098632812,113.95131098632812,149.1673039794922,2.1360790729522705,0.0,105.45,31.373401826620103,144.25628340125084,225.24953824281693,7.999999979801942e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,36.432679908016325,0.15295900404453278,0.0,0.0,0.0,0.0,0.0,44.894500732421875,0.0,0.0,0.0,0.0,0.0,393.0402758214742,461.58952380879225
2021-08-14,151.2637176513672,0.0,0.0,0.0,0.0,0.0,25.3700008392334,0.0,2.0,98.4000015258789,98.4000015258789,50.7400016784668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3265.443359375,0.0,0.0449,113.95131098632812,113.95131098632812,146.61840683593752,2.1916871070861816,0.0,105.45,31.373401826620103,144.25628340125084,231.11340544223785,7.999999979801942e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,36.432679908016325,0.14983700215816498,0.0,0.0,0.0,0.0,0.0,44.112850189208984,0.0,0.0,0.0,0.0,0.0,393.0402758214742,464.9044938646585
2021-08-15,151.2637176513672,0.0,0.0,0.0,0.0,0.0,25.3700008392334,0.0,2.0,98.4000015258789,98.4000015258789,50.7400016784668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3310.504150390625,0.0,0.0449,113.95131098632812,113.95131098632812,148.64163635253908,2.1691529750823975,0.0,105.45,31.373401826620103,144.25628340125084,228.7371812224388,9.000000318337698e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,40.98676644973693,0.15083900094032288,0.0,0.0,0.0,0.0,0.0,53.74515914916992,0.0,0.0,0.0,0.0,0.0,393.0402758214742,469.10558570318165
2021-08-16,151.34353637695312,0.0,0.0,0.0,0.0,0.0,25.329999923706055,0.0,2.0,98.4000015258789,98.4000015258789,50.65999984741211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3156.509521484375,0.023,0.0679,72.59971899414063,186.55102998046874,214.32699650878908,2.0794169902801514,35.77,141.22,74.38074574232103,218.63702914357185,293.65526736736297,9.000000318337698e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,40.98676644973693,0.1479170024394989,0.0,0.0,0.0,0.0,0.0,62.432464599609375,0.0,0.0,0.0,0.0,0.0,540.0207405579358,599.6290301733011
2021-08-17,150.00625610351562,0.0,0.0,0.0,0.0,0.0,25.239999771118164,0.0,2.0,98.4000015258789,98.4000015258789,50.47999954223633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3014.845947265625,0.0,0.0679,72.59971899414063,186.55102998046874,204.70803981933594,1.9266010522842407,0.0,141.22,74.38074574232103,218.63702914357185,272.07460060358045,7.999999979801942e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,36.432679908016325,0.1412779986858368,0.0,0.0,0.0,0.0,0.0,64.21070861816406,0.0,0.0,0.0,0.0,0.0,540.0207405579358,563.6953198731691
2021-08-18,148.5691680908203,0.0,0.0,0.0,0.0,0.0,25.25,0.0,2.0,98.4000015258789,98.4000015258789,50.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3020.08984375,0.0,0.0679,72.59971899414063,186.55102998046874,205.06410039062501,2.108560085296631,0.0,141.22,74.38074574232103,218.63702914357185,297.7708552455902,7.999999979801942e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,36.432679908016325,0.14261199533939362,0.0,0.0,0.0,0.0,0.0,72.5433120727539,0.0,0.0,0.0,0.0,0.0,540.0207405579358,589.7676355442316
2021-08-19,149.2677459716797,0.0,0.0,0.0,0.0,0.0,24.25,0.0,2.0,98.4000015258789,98.4000015258789,48.5,0.0,2800.0,2800.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3182.7021484375,0.0,0.0679,72.59971899414063,186.55102998046874,216.10547587890625,2.4281399250030518,0.0,141.22,74.38074574232103,218.63702914357185,342.90192020893096,7.999999979801942e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,36.432679908016325,0.14717799425125122,0.0,0.0,0.0,0.0,0.0,72.75760650634766,0.0,0.0,0.0,0.0,0.0,540.0207405579358,643.9400759958535
2021-08-20,150.8146209716797,0.0,0.0,0.0,0.0,0.0,24.530000686645508,0.0,2.0,98.4000015258789,98.4000015258789,49.060001373291016,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3286.935302734375,0.0,0.0679,72.59971899414063,186.55102998046874,223.18290705566406,2.4577019214630127,0.0,141.22,74.38074574232103,218.63702914357185,347.07666534900665,7.999999979801942e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,36.432679908016325,0.15437999367713928,0.0,0.0,0.0,0.0,0.0,78.72461700439453,0.0,0.0,0.0,0.0,0.0,540.0207405579358,655.7522536859781
2021-08-21,150.8146209716797,0.0,0.0,0.0,0.0,0.0,24.530000686645508,0.0,2.0,98.4000015258789,98.4000015258789,49.060001373291016,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3226.083984375,0.0,0.0679,72.59971899414063,186.55102998046874,219.0511025390625,2.4354350566864014,0.0,141.22,74.38074574232103,218.63702914357185,343.9321387052536,7.999999979801942e-06,0.0,4554085.0,36.432679908016325,36.432679908016325,36.432679908016325,0.1550160050392151,0.0,0.0,0.0,0.0,0.0,73.75621032714844,0.0,0.0,0.0,0.0,0.0,540.0207405579358,648.4759225256234
